Proficiency level,Preferred subjects,Preferred study times,Goals,quiz scores,Completion rates,Time spent on different types of content,Curriculum structure,Available content,External factors,Learning style
advanced,Cloud Computing,Midnight,Short-term,89,9,20,Exam,text,Upcoming Exams,Visual
advanced,Web Development,Midnight,Short-term,90,9,54,Exam,text,Upcoming Exams,Visual
advanced,Network and System Administration,Midnight,Short-term,91,9,29,Exam,text,Upcoming Exams,Visual
advanced,IT Project Management,Midnight,Short-term,46,9,32,Exam,text,Upcoming Exams,Visual
advanced,Data Science and Analytics,Midnight,Short-term,46,9,11,Exam,text,Upcoming Exams,Visual
advanced,Database Management,Midnight,Short-term,46,9,60,Exam,text,Upcoming Exams,Visual
advanced,Devops and Systems Integration,Midnight,Short-term,46,9,48,Exam,text,Upcoming Exams,Visual
advanced,Web Development,Midnight,Short-term,46,9,6,Exam,text,Upcoming Exams,Visual
advanced,Artificial Intelligence and Machine Learning,Midnight,Short-term,46,9,21,Exam,text,Upcoming Exams,Visual
advanced,Software Engineering and Development,Midnight,Short-term,46,9,17,Exam,text,Upcoming Exams,Visual
advanced,Web Development,Midnight,Short-term,46,9,56,Exam,text,Upcoming Exams,Visual
advanced,IT Project Management,Midnight,Short-term,46,9,44,Exam,text,Upcoming Exams,Visual
advanced,Cloud Computing,Midnight,Short-term,46,9,52,Exam,text,Upcoming Exams,Visual
advanced,Data Science and Analytics,Midnight,Short-term,46,9,3,Exam,text,Upcoming Exams,Visual
advanced,Software Engineering and Development,Midnight,Short-term,46,9,54,Exam,text,Upcoming Exams,Visual
advanced,Web Development,Midnight,Short-term,46,9,37,Exam,text,Upcoming Exams,Visual
advanced,Web Development,Midnight,Short-term,46,9,44,Exam,text,Upcoming Exams,Visual
advanced,Devops and Systems Integration,Midnight,Short-term,46,9,38,Exam,text,Upcoming Exams,Visual
advanced,Artificial Intelligence and Machine Learning,Night,Short-term,46,9,38,Exam,text,Upcoming Exams,Visual
advanced,Cloud Computing,Night,Short-term,46,9,15,Exam,text,Upcoming Exams,Visual
advanced,Devops and Systems Integration,Night,Short-term,46,9,19,Exam,text,Upcoming Exams,Visual
advanced,CyberSecurity,Night,Short-term,46,9,56,Exam,text,Upcoming Exams,Visual
advanced,Data Science and Analytics,Night,Short-term,46,10,32,Exam,text,Upcoming Exams,Visual
advanced,Data Science and Analytics,Night,Short-term,46,10,26,Exam,text,Upcoming Exams,Visual
advanced,Cloud Computing,Night,Short-term,46,10,17,Exam,text,Upcoming Exams,Visual
advanced,Cloud Computing,Night,Short-term,46,10,50,Exam,text,Upcoming Exams,Visual
advanced,Database Management,Night,Short-term,46,10,39,Exam,text,Upcoming Exams,Visual
advanced,Database Management,Night,Short-term,46,10,8,Exam,text,Upcoming Exams,Visual
advanced,CyberSecurity,Night,Short-term,46,10,59,Exam,text,Upcoming Exams,Visual
advanced,Devops and Systems Integration,Night,Short-term,46,10,22,Exam,text,Upcoming Exams,Visual
advanced,Database Management,Night,Short-term,46,10,30,Exam,text,Upcoming Exams,Visual
advanced,Data Science and Analytics,Night,Short-term,46,10,1,Exam,text,Upcoming Exams,Visual
advanced,Data Science and Analytics,Night,Short-term,46,10,26,Exam,text,Upcoming Exams,Visual
advanced,Web Development,Night,Short-term,46,10,33,Exam,text,Upcoming Exams,Visual
advanced,Web Development,Night,Short-term,46,10,30,Exam,text,Upcoming Exams,Visual
advanced,Database Management,Night,Short-term,46,10,35,Exam,text,Upcoming Exams,Visual
advanced,IT Project Management,Night,Short-term,46,10,59,Exam,text,Upcoming Exams,Visual
advanced,Devops and Systems Integration,Night,Short-term,46,10,47,Exam,text,Upcoming Exams,Visual
advanced,Web Development,Night,Short-term,1,10,31,Exam,text,Upcoming Exams,Visual
advanced,Web Development,Night,Short-term,2,10,12,Exam,text,Upcoming Exams,Visual
advanced,Network and System Administration,Night,Short-term,4,10,17,Exam,text,Upcoming Exams,Visual
advanced,Database Management,Night,Short-term,3,10,20,Exam,text,Upcoming Exams,Visual
advanced,Network and System Administration,Night,Short-term,5,10,8,Exam,text,Upcoming Exams,Visual
advanced,Artificial Intelligence and Machine Learning,Night,Short-term,6,10,28,Exam,text,Upcoming Exams,Visual
advanced,Artificial Intelligence and Machine Learning,Night,Short-term,7,10,13,Exam,text,Upcoming Exams,Visual
advanced,Devops and Systems Integration,Night,Short-term,8,10,16,Exam,text,Upcoming Exams,Visual
advanced,Artificial Intelligence and Machine Learning,Night,Short-term,9,10,16,Exam,text,Upcoming Exams,Visual
advanced,Web Development,Night,Short-term,10,10,51,Exam,text,Upcoming Exams,Visual
advanced,Network and System Administration,Night,Short-term,11,10,14,Exam,text,Upcoming Exams,Visual
advanced,CyberSecurity,Night,Short-term,12,10,34,Exam,text,Upcoming Exams,Visual
advanced,Database Management,Night,Short-term,13,10,53,Exam,text,Upcoming Exams,Visual
advanced,Cloud Computing,Night,Short-term,14,10,10,Exam,text,Upcoming Exams,Visual
advanced,CyberSecurity,Night,Short-term,15,10,47,Exam,text,Upcoming Exams,Visual
advanced,Cloud Computing,Night,Short-term,16,10,22,Exam,text,Upcoming Exams,Visual
advanced,Software Engineering and Development,Night,Short-term,17,10,48,Exam,text,Upcoming Exams,Visual
advanced,Software Engineering and Development,Night,Short-term,18,10,8,Exam,text,Upcoming Exams,Visual
advanced,Network and System Administration,Night,Short-term,19,10,49,Exam,text,Upcoming Exams,Visual
advanced,Network and System Administration,Night,Short-term,20,10,58,Exam,text,Upcoming Exams,Visual
advanced,Artificial Intelligence and Machine Learning,Night,Short-term,21,10,11,Exam,text,Upcoming Exams,Visual
advanced,Network and System Administration,Night,Short-term,22,10,37,Exam,text,Upcoming Exams,Visual
advanced,CyberSecurity,Night,Short-term,23,10,12,Exam,text,Upcoming Exams,Visual
advanced,Database Management,Night,Short-term,24,10,42,Exam,text,Upcoming Exams,Visual
advanced,Web Development,Night,Short-term,25,10,27,Exam,text,Upcoming Exams,Visual
advanced,IT Project Management,Night,Short-term,26,10,8,Exam,text,Upcoming Exams,Visual
advanced,Web Development,Night,Short-term,27,10,10,Exam,text,Upcoming Exams,Visual
advanced,Web Development,Night,Short-term,28,10,23,Exam,text,Upcoming Exams,Visual
advanced,Data Science and Analytics,Night,Short-term,29,10,22,Exam,text,Upcoming Exams,Visual
advanced,Network and System Administration,Night,Short-term,30,10,31,Exam,text,Upcoming Exams,Visual
advanced,Network and System Administration,Night,Short-term,31,10,28,Exam,text,Upcoming Exams,Visual
advanced,IT Project Management,Night,Short-term,32,10,13,Exam,text,Upcoming Exams,Visual
advanced,Network and System Administration,Night,Short-term,33,10,30,Exam,text,Upcoming Exams,Visual
advanced,Web Development,Night,Short-term,34,10,51,Exam,text,Upcoming Exams,Visual
advanced,IT Project Management,Night,Short-term,35,10,20,Exam,text,Upcoming Exams,Visual
advanced,Web Development,Night,Short-term,36,10,21,Exam,text,Upcoming Exams,Visual
advanced,IT Project Management,Night,Short-term,37,10,16,Exam,text,Upcoming Exams,Visual
advanced,Database Management,Night,Short-term,97,10,47,Exam,text,Upcoming Exams,Visual
advanced,Network and System Administration,Night,Short-term,98,10,54,Exam,text,Upcoming Exams,Visual
advanced,Artificial Intelligence and Machine Learning,Night,Short-term,99,10,19,Exam,text,Upcoming Exams,Visual
advanced,Network and System Administration,Night,Short-term,100,10,31,Exam,text,Upcoming Exams,Visual
advanced,Data Science and Analytics,Night,Short-term,100,10,2,Exam,text,Upcoming Exams,Visual
advanced,Software Engineering and Development,Night,Short-term,100,10,30,Exam,text,Upcoming Exams,Visual
advanced,IT Project Management,Night,Short-term,100,10,22,Exam,text,Upcoming Exams,Visual
advanced,Cloud Computing,Night,Short-term,100,10,11,Exam,text,Upcoming Exams,Visual
advanced,Software Engineering and Development,Night,Short-term,100,10,46,Exam,text,Upcoming Exams,Visual
advanced,Database Management,Night,Short-term,100,10,13,Exam,text,Upcoming Exams,Visual
advanced,Network and System Administration,Night,Short-term,100,10,39,Exam,text,Upcoming Exams,Visual
advanced,Network and System Administration,Night,Short-term,100,10,1,Exam,text,Upcoming Exams,Visual
advanced,IT Project Management,Night,Short-term,100,10,11,Exam,text,Upcoming Exams,Visual
advanced,CyberSecurity,Night,Short-term,100,10,49,Exam,text,Upcoming Exams,Visual
advanced,Cloud Computing,Night,Short-term,100,10,46,Exam,text,Upcoming Exams,Visual
advanced,Web Development,Night,Short-term,100,10,19,Exam,text,Upcoming Exams,Visual
advanced,Database Management,Night,Short-term,100,10,50,Exam,text,Upcoming Exams,Visual
advanced,Artificial Intelligence and Machine Learning,Night,Short-term,100,10,21,Exam,text,Upcoming Exams,Visual
advanced,Cloud Computing,Night,Short-term,100,10,50,Exam,text,Upcoming Exams,Visual
advanced,Network and System Administration,Night,Short-term,100,10,48,Exam,text,Upcoming Exams,Visual
advanced,Network and System Administration,Morning,Short-term,100,10,44,Exam,text,Upcoming Exams,Visual
advanced,Network and System Administration,Morning,Short-term,100,10,12,Exam,text,Upcoming Exams,Visual
advanced,Database Management,Morning,Short-term,100,10,9,Exam,text,Upcoming Exams,Visual
advanced,Devops and Systems Integration,Morning,Short-term,100,10,4,Exam,text,Upcoming Exams,Visual
advanced,Network and System Administration,Morning,Short-term,100,10,30,Exam,text,Upcoming Exams,Visual
advanced,Network and System Administration,Morning,Short-term,100,10,55,Exam,text,Upcoming Exams,Visual
advanced,Web Development,Morning,Short-term,100,10,37,Exam,text,Upcoming Exams,Visual
advanced,Web Development,Morning,Short-term,100,10,12,Exam,text,Upcoming Exams,Visual
advanced,Network and System Administration,Morning,Short-term,100,10,34,Exam,text,Upcoming Exams,Visual
advanced,Devops and Systems Integration,Morning,Short-term,100,10,28,Exam,text,Upcoming Exams,Visual
advanced,IT Project Management,Morning,Short-term,100,10,10,Exam,text,Upcoming Exams,Visual
advanced,Software Engineering and Development,Morning,Short-term,100,10,30,Exam,text,Upcoming Exams,Visual
advanced,Software Engineering and Development,Morning,Short-term,100,10,52,Exam,text,Upcoming Exams,Visual
advanced,Network and System Administration,Morning,Short-term,100,10,26,Exam,text,Upcoming Exams,Visual
advanced,Network and System Administration,Morning,Short-term,100,10,23,Exam,text,Upcoming Exams,Visual
advanced,Cloud Computing,Morning,Short-term,100,10,11,Exam,text,Upcoming Exams,Visual
advanced,CyberSecurity,Morning,Short-term,100,10,42,Exam,text,Upcoming Exams,Visual
advanced,Web Development,Morning,Short-term,100,10,43,Exam,text,Upcoming Exams,Visual
advanced,Database Management,Morning,Short-term,100,10,23,Exam,text,Upcoming Exams,Visual
advanced,Cloud Computing,Morning,Short-term,100,10,7,Exam,text,Upcoming Exams,Visual
advanced,Cloud Computing,Morning,Short-term,100,10,20,Exam,text,Upcoming Exams,Visual
advanced,Artificial Intelligence and Machine Learning,Morning,Short-term,100,10,36,Exam,text,Upcoming Exams,Visual
advanced,Network and System Administration,Morning,Short-term,100,10,42,Exam,text,Upcoming Exams,Visual
advanced,Network and System Administration,Morning,Short-term,100,10,47,Exam,text,Upcoming Exams,Visual
advanced,Devops and Systems Integration,Morning,Short-term,100,10,26,Exam,text,Upcoming Exams,Visual
advanced,Cloud Computing,Morning,Short-term,100,10,40,Exam,text,Upcoming Exams,Visual
advanced,Web Development,Morning,Short-term,100,10,39,Exam,text,Upcoming Exams,Visual
advanced,Web Development,Morning,Short-term,100,10,29,Exam,text,Upcoming Exams,Visual
advanced,IT Project Management,Morning,Short-term,100,10,48,Exam,text,Upcoming Exams,Visual
advanced,Artificial Intelligence and Machine Learning,Morning,Short-term,100,10,14,Exam,text,Upcoming Exams,Visual
advanced,Data Science and Analytics,Morning,Short-term,100,10,29,Exam,text,Upcoming Exams,Visual
advanced,Cloud Computing,Morning,Short-term,100,10,30,Exam,text,Upcoming Exams,Visual
advanced,Cloud Computing,Morning,Short-term,100,10,3,Exam,text,Upcoming Exams,Visual
advanced,Data Science and Analytics,Morning,Short-term,100,10,27,Exam,text,Upcoming Exams,Visual
advanced,Cloud Computing,Morning,Short-term,100,10,57,Exam,text,Upcoming Exams,Visual
advanced,Network and System Administration,Morning,Short-term,100,10,33,Exam,text,Upcoming Exams,Visual
advanced,Software Engineering and Development,Morning,Short-term,100,10,38,Exam,text,Upcoming Exams,Visual
advanced,Web Development,Morning,Short-term,100,10,47,Exam,text,Upcoming Exams,Visual
advanced,Data Science and Analytics,Morning,Short-term,100,10,57,Exam,text,Upcoming Exams,Visual
advanced,CyberSecurity,Morning,Short-term,100,10,44,Exam,text,Upcoming Exams,Visual
advanced,Cloud Computing,Morning,Short-term,100,10,42,Exam,text,Upcoming Exams,Visual
advanced,Web Development,Morning,Short-term,100,10,1,Exam,text,Upcoming Exams,Visual
advanced,Devops and Systems Integration,Morning,Short-term,100,10,45,Exam,text,Upcoming Exams,Visual
advanced,Cloud Computing,Morning,Short-term,100,10,43,Exam,text,Upcoming Exams,Visual
advanced,CyberSecurity,Morning,Short-term,100,10,24,Exam,text,Upcoming Exams,Visual
advanced,Network and System Administration,Morning,Short-term,100,10,24,Exam,text,Upcoming Exams,Visual
advanced,Software Engineering and Development,Morning,Short-term,100,10,40,Exam,text,Upcoming Exams,Visual
advanced,Software Engineering and Development,Morning,Short-term,100,10,2,Exam,text,Upcoming Exams,Visual
advanced,IT Project Management,Morning,Short-term,100,10,29,Exam,text,Upcoming Exams,Visual
advanced,CyberSecurity,Morning,Short-term,100,10,20,Exam,text,Upcoming Exams,Visual
advanced,Devops and Systems Integration,Morning,Short-term,100,10,22,Exam,text,Upcoming Exams,Visual
advanced,Artificial Intelligence and Machine Learning,Morning,Short-term,100,10,42,Exam,text,Upcoming Exams,Visual
advanced,IT Project Management,Morning,Short-term,100,10,52,Exam,text,Upcoming Exams,Visual
advanced,Devops and Systems Integration,Morning,Short-term,100,10,6,Exam,text,Upcoming Exams,Visual
advanced,IT Project Management,Morning,Short-term,100,10,47,Exam,text,Upcoming Exams,Visual
advanced,CyberSecurity,Morning,Short-term,100,10,4,Exam,text,Upcoming Exams,Visual
advanced,Network and System Administration,Morning,Short-term,100,10,14,Exam,text,Upcoming Exams,Visual
advanced,Software Engineering and Development,Morning,Short-term,100,10,43,Exam,text,Upcoming Exams,Visual
advanced,Database Management,Morning,Short-term,100,10,58,Exam,text,Upcoming Exams,Visual
advanced,Devops and Systems Integration,Morning,Short-term,100,10,15,Exam,text,Upcoming Exams,Visual
advanced,CyberSecurity,Morning,Short-term,100,10,4,Exam,text,Upcoming Exams,Visual
advanced,Web Development,Morning,Short-term,100,10,15,Exam,text,Upcoming Exams,Visual
advanced,Cloud Computing,Morning,Short-term,100,10,53,Exam,text,Upcoming Exams,Visual
advanced,Software Engineering and Development,Morning,Short-term,100,10,33,Exam,text,Upcoming Exams,Visual
advanced,Database Management,Morning,Short-term,100,10,13,Exam,text,Upcoming Exams,Visual
advanced,Software Engineering and Development,Morning,Short-term,100,10,13,Exam,text,Upcoming Exams,Visual
advanced,IT Project Management,Morning,Short-term,100,10,48,Exam,text,Upcoming Exams,Visual
advanced,Web Development,Morning,Short-term,100,7,44,Exam,text,Upcoming Exams,Visual
beginner,IT Project Management,Morning,Short-term,67,4,7,Exam,text,Upcoming Exams,Visual
beginner,Data Science and Analytics,Morning,Short-term,68,4,46,Exam,text,Upcoming Exams,Visual
beginner,Network and System Administration,Morning,Long-term,69,4,43,Exam,text,Upcoming Exams,Visual
beginner,Software Engineering and Development,Morning,Long-term,70,4,23,Exam,text,Upcoming Exams,Visual
beginner,Network and System Administration,Morning,Long-term,71,4,21,Exam,text,Upcoming Exams,Visual
beginner,Network and System Administration,Morning,Long-term,72,4,55,Exam,text,Upcoming Exams,Visual
beginner,Data Science and Analytics,Morning,Long-term,73,4,20,Exam,text,Upcoming Exams,Visual
beginner,Network and System Administration,Morning,Long-term,74,4,30,Exam,text,Upcoming Exams,Visual
beginner,Data Science and Analytics,Morning,Long-term,75,4,13,Exam,text,Upcoming Exams,Visual
beginner,Devops and Systems Integration,Morning,Long-term,76,4,39,Exam,text,Upcoming Exams,Visual
beginner,Data Science and Analytics,Morning,Long-term,77,4,44,Exam,text,Upcoming Exams,Visual
beginner,Software Engineering and Development,Morning,Long-term,78,4,41,Exam,text,Upcoming Exams,Visual
beginner,Web Development,Morning,Long-term,79,4,30,Exam,text,Upcoming Exams,Visual
beginner,CyberSecurity,Morning,Long-term,80,4,20,Exam,text,Time Constraints,Visual
beginner,IT Project Management,Morning,Long-term,81,4,5,Exam,text,Time Constraints,Visual
beginner,Software Engineering and Development,Morning,Long-term,82,4,34,Exam,text,Time Constraints,Visual
beginner,IT Project Management,Morning,Long-term,83,4,16,Exam,text,Time Constraints,Visual
beginner,Data Science and Analytics,Morning,Long-term,84,4,22,Exam,text,Time Constraints,Visual
beginner,Data Science and Analytics,Morning,Long-term,85,4,21,Exam,text,Time Constraints,Visual
beginner,Network and System Administration,Morning,Long-term,86,4,54,Exam,text,Time Constraints,Visual
beginner,Network and System Administration,Morning,Long-term,87,4,24,Exam,text,Time Constraints,Visual
beginner,Artificial Intelligence and Machine Learning,Morning,Long-term,88,4,33,Exam,text,Time Constraints,Visual
beginner,CyberSecurity,Morning,Long-term,89,4,12,Exam,text,Time Constraints,Visual
beginner,Software Engineering and Development,Morning,Long-term,90,4,36,Exam,text,Time Constraints,Visual
beginner,Cloud Computing,Morning,Long-term,91,4,28,Exam,text,Time Constraints,Visual
beginner,Software Engineering and Development,Morning,Long-term,92,4,48,Exam,text,Time Constraints,Visual
beginner,Software Engineering and Development,Morning,Long-term,17,4,11,Exam,text,Time Constraints,Visual
beginner,Network and System Administration,Morning,Long-term,18,4,41,Exam,text,Time Constraints,Visual
beginner,IT Project Management,Morning,Long-term,19,4,1,Exam,text,Time Constraints,Visual
beginner,Software Engineering and Development,Morning,Long-term,20,4,33,Exam,text,Time Constraints,Visual
beginner,IT Project Management,Morning,Long-term,21,4,27,Exam,text,Time Constraints,Visual
beginner,Software Engineering and Development,Morning,Long-term,22,4,45,Exam,text,Time Constraints,Visual
beginner,Database Management,Morning,Long-term,23,4,24,Exam,text,Time Constraints,Visual
beginner,Database Management,Morning,Long-term,24,4,23,Exam,text,Time Constraints,Visual
beginner,Cloud Computing,Morning,Long-term,25,4,56,Exam,text,Time Constraints,Visual
beginner,Network and System Administration,Morning,Long-term,26,4,23,Exam,text,Time Constraints,Visual
beginner,Network and System Administration,Morning,Long-term,27,4,22,Exam,text,Time Constraints,Visual
beginner,Database Management,Morning,Long-term,28,4,4,Exam,text,Time Constraints,Visual
beginner,CyberSecurity,Morning,Long-term,29,4,51,Exam,text,Time Constraints,Visual
beginner,IT Project Management,Morning,Long-term,30,4,37,Exam,text,Time Constraints,Visual
beginner,Data Science and Analytics,Morning,Long-term,31,4,12,Exam,text,Time Constraints,Visual
beginner,Network and System Administration,Morning,Long-term,32,4,46,Exam,text,Time Constraints,Visual
beginner,Artificial Intelligence and Machine Learning,Morning,Long-term,33,4,17,Exam,text,Time Constraints,Visual
beginner,Data Science and Analytics,Morning,Long-term,34,4,30,Exam,text,Time Constraints,Visual
beginner,Artificial Intelligence and Machine Learning,Morning,Long-term,35,4,4,Exam,text,Time Constraints,Visual
beginner,Devops and Systems Integration,Morning,Long-term,36,4,46,Exam,text,Time Constraints,Visual
beginner,Data Science and Analytics,Morning,Long-term,37,4,15,Exam,text,Time Constraints,Visual
beginner,CyberSecurity,Morning,Long-term,38,4,18,Exam,text,Time Constraints,Visual
beginner,Network and System Administration,Morning,Long-term,39,4,44,Exam,text,Time Constraints,Visual
beginner,Devops and Systems Integration,Morning,Long-term,40,4,8,Exam,text,Time Constraints,Visual
beginner,Web Development,Morning,Long-term,41,4,20,Exam,text,Time Constraints,Visual
beginner,Software Engineering and Development,Morning,Long-term,42,4,18,Exam,text,Time Constraints,Visual
beginner,Data Science and Analytics,Morning,Long-term,43,4,25,Exam,text,Time Constraints,Visual
beginner,Data Science and Analytics,Morning,Long-term,44,4,37,Exam,text,Time Constraints,Visual
beginner,Artificial Intelligence and Machine Learning,Morning,Long-term,45,4,33,Exam,text,Time Constraints,Visual
beginner,IT Project Management,Morning,Long-term,46,4,25,Exam,text,Time Constraints,Visual
beginner,Web Development,Morning,Long-term,47,4,9,Exam,text,Time Constraints,Visual
beginner,Database Management,Morning,Long-term,48,4,52,Exam,text,Time Constraints,Visual
beginner,Devops and Systems Integration,Morning,Long-term,49,4,18,Exam,text,Time Constraints,Visual
beginner,CyberSecurity,Morning,Long-term,50,4,24,Exam,text,Time Constraints,Visual
beginner,Cloud Computing,Morning,Long-term,51,4,31,Exam,text,Time Constraints,Visual
beginner,Web Development,Morning,Long-term,52,4,56,Exam,text,Time Constraints,Visual
beginner,Devops and Systems Integration,Morning,Long-term,53,4,23,Exam,text,Time Constraints,Visual
beginner,IT Project Management,Morning,Long-term,54,4,33,Exam,text,Time Constraints,Visual
beginner,CyberSecurity,Morning,Long-term,55,4,53,Exam,text,Time Constraints,Visual
beginner,Artificial Intelligence and Machine Learning,Morning,Long-term,56,4,29,Exam,text,Time Constraints,Visual
beginner,Network and System Administration,Morning,Long-term,57,4,32,Exam,text,Time Constraints,Visual
beginner,Database Management,Morning,Long-term,58,4,3,Exam,text,Time Constraints,Visual
beginner,Software Engineering and Development,Morning,Long-term,59,4,42,Exam,text,Time Constraints,Visual
beginner,Cloud Computing,Morning,Long-term,60,4,9,Exam,text,Time Constraints,Visual
beginner,Network and System Administration,Morning,Long-term,61,4,25,Exam,text,Time Constraints,Visual
beginner,Artificial Intelligence and Machine Learning,Morning,Long-term,62,3,28,Exam,text,Time Constraints,Visual
beginner,Software Engineering and Development,Morning,Long-term,63,3,19,Exam,text,Time Constraints,Visual
beginner,Cloud Computing,Morning,Long-term,64,3,51,Exam,text,Time Constraints,Visual
beginner,IT Project Management,Morning,Long-term,65,3,56,Exam,text,Time Constraints,Visual
beginner,Data Science and Analytics,Morning,Long-term,66,3,41,Exam,text,Time Constraints,Visual
beginner,CyberSecurity,Morning,Long-term,67,3,32,Exam,text,Time Constraints,Visual
beginner,CyberSecurity,Morning,Long-term,68,3,28,Exam,text,Time Constraints,Visual
beginner,Devops and Systems Integration,Morning,Long-term,55,3,42,Exam,text,Time Constraints,Visual
beginner,Cloud Computing,Morning,Long-term,56,3,6,Exam,text,Time Constraints,Visual
beginner,IT Project Management,Morning,Long-term,57,3,33,Exam,text,Time Constraints,Visual
beginner,Data Science and Analytics,Morning,Long-term,58,3,54,Exam,text,Time Constraints,Visual
beginner,Web Development,Morning,Long-term,59,3,33,Exam,text,Time Constraints,Visual
beginner,Devops and Systems Integration,Morning,Long-term,60,3,27,Exam,text,Time Constraints,Visual
beginner,Devops and Systems Integration,Morning,Long-term,61,3,54,Exam,text,Time Constraints,Visual
beginner,IT Project Management,Morning,Long-term,62,3,1,Exam,text,Time Constraints,Visual
beginner,Cloud Computing,Morning,Long-term,63,3,35,Exam,text,Time Constraints,Visual
beginner,Cloud Computing,Morning,Long-term,64,3,7,Exam,text,Time Constraints,Visual
beginner,Cloud Computing,Morning,Long-term,65,3,49,Exam,text,Time Constraints,Visual
beginner,CyberSecurity,Morning,Long-term,66,3,52,Exam,text,Time Constraints,Visual
beginner,Network and System Administration,Morning,Long-term,67,3,52,Exam,text,Time Constraints,Visual
beginner,CyberSecurity,Morning,Long-term,68,3,10,Exam,text,Time Constraints,Visual
beginner,Network and System Administration,Morning,Long-term,69,3,8,Exam,text,Time Constraints,Visual
beginner,Data Science and Analytics,Morning,Long-term,70,3,5,Exam,text,Time Constraints,Visual
beginner,Data Science and Analytics,Morning,Long-term,71,3,9,Exam,text,Time Constraints,Visual
beginner,Web Development,Morning,Long-term,72,3,35,Exam,text,Time Constraints,Visual
beginner,IT Project Management,Morning,Long-term,73,3,40,Exam,text,Time Constraints,Visual
beginner,IT Project Management,Morning,Long-term,74,3,17,Exam,text,Time Constraints,Visual
beginner,Network and System Administration,Morning,Long-term,75,3,55,Exam,text,Time Constraints,Visual
beginner,Artificial Intelligence and Machine Learning,Morning,Long-term,76,3,4,Exam,text,Time Constraints,Visual
beginner,Web Development,Morning,Long-term,77,3,5,Exam,text,Time Constraints,Visual
beginner,Web Development,Morning,Long-term,78,3,27,Exam,text,Time Constraints,Visual
beginner,CyberSecurity,Morning,Long-term,79,3,18,Exam,text,Time Constraints,Visual
beginner,Software Engineering and Development,Morning,Long-term,80,3,59,Exam,text,Time Constraints,Visual
beginner,Network and System Administration,Morning,Long-term,81,3,6,Exam,text,Time Constraints,Visual
beginner,Software Engineering and Development,Morning,Long-term,82,3,24,Exam,text,Time Constraints,Visual
beginner,Software Engineering and Development,Morning,Long-term,83,3,24,Exam,text,Time Constraints,Visual
beginner,IT Project Management,Morning,Long-term,84,3,38,Exam,text,Time Constraints,Visual
beginner,Network and System Administration,Morning,Long-term,85,3,29,Exam,text,Time Constraints,Visual
beginner,IT Project Management,Morning,Long-term,86,3,5,Exam,text,Time Constraints,Visual
beginner,CyberSecurity,Morning,Long-term,87,3,51,Exam,text,Time Constraints,Visual
beginner,Data Science and Analytics,Morning,Long-term,88,3,42,Exam,text,Time Constraints,Visual
beginner,Network and System Administration,Morning,Long-term,89,3,56,Exam,text,Time Constraints,Visual
beginner,Network and System Administration,Morning,Long-term,90,3,5,Exam,text,Time Constraints,Visual
beginner,Artificial Intelligence and Machine Learning,Morning,Long-term,91,3,27,Exam,text,Time Constraints,Visual
beginner,Web Development,Morning,Long-term,92,3,5,Exam,text,Time Constraints,Visual
beginner,Cloud Computing,Morning,Long-term,93,3,21,Exam,text,Time Constraints,Visual
beginner,Software Engineering and Development,Morning,Long-term,94,3,34,Exam,text,Time Constraints,Visual
beginner,Web Development,Morning,Long-term,95,3,16,Exam,video,Time Constraints,Visual
beginner,CyberSecurity,Morning,Long-term,96,3,42,Exam,video,Time Constraints,Visual
beginner,CyberSecurity,Morning,Long-term,97,3,12,Exam,video,Time Constraints,Visual
beginner,Data Science and Analytics,Morning,Long-term,31,3,46,Exam,video,Time Constraints,Visual
beginner,Software Engineering and Development,Morning,Long-term,32,3,31,Exam,video,Time Constraints,Visual
beginner,Artificial Intelligence and Machine Learning,Morning,Long-term,33,3,60,Exam,video,Time Constraints,Visual
beginner,Devops and Systems Integration,Morning,Long-term,34,3,59,Exam,video,Time Constraints,Visual
beginner,IT Project Management,Morning,Long-term,35,3,8,Exam,video,Time Constraints,Visual
beginner,Devops and Systems Integration,Morning,Long-term,36,3,55,Exam,video,Time Constraints,Visual
beginner,Database Management,Morning,Long-term,37,3,55,Exam,video,Time Constraints,Visual
beginner,Network and System Administration,Morning,Long-term,38,3,39,Exam,video,Time Constraints,Visual
beginner,IT Project Management,Morning,Long-term,39,3,25,Exam,video,Time Constraints,Visual
beginner,Network and System Administration,Morning,Long-term,40,3,46,Exam,video,Time Constraints,Visual
beginner,Database Management,Morning,Long-term,41,3,57,Exam,video,Time Constraints,Visual
beginner,Artificial Intelligence and Machine Learning,Morning,Long-term,42,3,47,Exam,video,Time Constraints,Visual
beginner,Artificial Intelligence and Machine Learning,Morning,Long-term,43,3,10,Exam,video,Time Constraints,Visual
beginner,Database Management,Morning,Long-term,44,3,58,Exam,video,Time Constraints,Visual
beginner,Data Science and Analytics,Morning,Long-term,45,3,45,Exam,video,Time Constraints,Visual
beginner,Database Management,Morning,Long-term,46,3,13,Exam,video,Time Constraints,Visual
beginner,Artificial Intelligence and Machine Learning,Morning,Long-term,47,3,40,Exam,video,Time Constraints,Visual
beginner,Data Science and Analytics,Morning,Long-term,48,3,53,Exam,video,Time Constraints,Visual
beginner,Cloud Computing,Morning,Long-term,49,3,36,Exam,video,Time Constraints,Visual
beginner,Artificial Intelligence and Machine Learning,Morning,Long-term,50,3,9,Exam,video,Time Constraints,Visual
beginner,Web Development,Morning,Long-term,51,3,22,Exam,video,Time Constraints,Visual
