Proficiency level,Preferred subjects,Preferred study times,Goals,Quiz scores,Completion rates,Time spent on different types of content,Curriculum structure,Available content,External factors,Learning style
Low,Network,Evening,Short-term,69,1,4,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,70,1,4,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,71,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,72,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,73,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,74,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,65,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,66,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,67,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,68,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,69,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,70,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,71,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,72,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,73,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,74,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,75,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,76,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,77,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,78,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,79,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,80,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,81,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,82,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,83,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,84,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,85,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,11,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,12,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,13,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,14,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,15,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,16,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,17,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,18,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,19,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,20,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,21,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,22,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,23,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,24,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,25,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,26,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,27,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,28,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,29,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,30,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,31,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,32,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,33,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,34,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,35,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,36,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,37,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,38,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,39,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,40,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,41,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,42,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,43,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,44,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,45,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,46,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,47,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,48,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,49,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,50,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,51,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,52,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,53,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,54,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,55,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,56,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,57,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,58,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,59,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,60,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,61,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,62,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,63,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,64,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,65,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,66,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,67,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,68,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,69,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,70,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,71,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,72,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,73,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,74,1,5,Knowledge,Lectures,Time Constraints,Visual
Low,Network,Evening,Short-term,75,1,5,Knowledge,Lectures,Upcoming Exams,Visual
Low,Network,Evening,Short-term,76,5,5,Knowledge,Lectures,Upcoming Exams,Visual
Low,Network,Evening,Short-term,43,5,5,Knowledge,Lectures,Upcoming Exams,Visual
Low,Network,Evening,Short-term,44,5,5,Knowledge,Lectures,Upcoming Exams,Visual
Low,Network,Evening,Short-term,45,5,5,Knowledge,Lectures,Upcoming Exams,Visual
Low,Network,Evening,Short-term,46,5,5,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Evening,Short-term,81,9,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Evening,Short-term,82,9,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Evening,Short-term,83,9,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Evening,Short-term,84,9,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Evening,Short-term,85,9,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Evening,Short-term,86,9,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Evening,Short-term,87,9,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Evening,Short-term,88,9,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Evening,Short-term,89,9,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Evening,Short-term,90,9,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Evening,Short-term,91,9,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Evening,Short-term,92,9,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Evening,Short-term,93,9,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Evening,Short-term,94,9,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Evening,Short-term,95,9,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Evening,Short-term,96,9,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Evening,Short-term,97,9,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Evening,Short-term,98,9,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Evening,Short-term,99,9,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Evening,Short-term,100,9,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,9,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,9,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,9,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,9,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,9,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,9,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,9,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,9,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,9,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,9,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,9,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,9,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,9,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,9,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,8,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,10,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,10,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,10,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,10,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,10,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,10,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,10,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,10,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,10,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,10,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,10,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,10,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,10,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,81,10,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,82,10,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,83,10,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,84,10,14,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,85,10,15,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,86,10,15,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,87,10,15,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,88,10,15,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,89,10,15,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,90,10,15,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,91,10,15,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,92,10,15,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,93,10,15,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,94,10,15,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,95,10,15,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,96,10,15,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,97,10,15,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,98,10,15,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,99,10,15,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,100,10,15,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,100,8,15,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,100,8,15,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,100,8,15,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,100,8,15,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,100,8,15,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,100,8,15,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,100,8,15,Knowledge,Lectures,Upcoming Exams,Visual
High,Network,Midnight,Short-term,100,8,15,Knowledge,Lectures,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,8,15,Knowledge,Lectures,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,8,15,Knowledge,Lectures,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,8,15,Knowledge,Lectures,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,8,15,Knowledge,Lectures,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,8,15,Knowledge,Lectures,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,8,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,8,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,8,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,8,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,8,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,8,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,8,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,8,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,8,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,8,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,8,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,8,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,8,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,8,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,8,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,8,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,8,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,8,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,8,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,9,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,9,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,9,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,9,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,9,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,9,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,9,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,9,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,9,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,9,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,9,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,9,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,9,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,9,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,100,9,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,78,9,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,79,9,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,80,9,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,81,9,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,82,9,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,83,9,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,84,9,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,85,9,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,86,9,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,87,9,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,88,9,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,89,9,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,90,9,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,91,9,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,92,9,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,93,9,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,94,9,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,95,9,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,96,9,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,97,9,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
High,Software,Midnight,Short-term,98,9,15,Knowledge,Interactive exercises,Upcoming Exams,Visual
